"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PPP1R211",0,0.534903584347528,0.426,0.177,0,"8","PPP1R21"
"IARS1",0,0.534528849996941,0.362,0.09,0,"8","IARS1"
"CTTNBP2",0,0.533745914781236,0.275,0.052,0,"8","CTTNBP2"
"FNBP1L2",0,0.533566989039957,0.475,0.241,0,"8","FNBP1L"
"SYK1",0,0.533561253933934,0.379,0.119,0,"8","SYK"
"TAPT1-AS1",0,0.533243829715189,0.367,0.099,0,"8","TAPT1-AS1"
"KCNG3",0,0.532747056856981,0.255,0.032,0,"8","KCNG3"
"SH3D211",0,0.532724420592112,0.39,0.117,0,"8","SH3D21"
"REV3L2",0,0.532468048947474,0.652,0.378,0,"8","REV3L"
"XRN12",0,0.532257688572088,0.636,0.387,0,"8","XRN1"
"TFCP2",0,0.532034304977657,0.414,0.157,0,"8","TFCP2"
"SLC25A132",0,0.531986463568368,0.473,0.203,0,"8","SLC25A13"
"LRIG31",0,0.531704330771823,0.448,0.184,0,"8","LRIG3"
"UBAP11",0,0.530971676192308,0.622,0.419,0,"8","UBAP1"
"DAB1",0,0.530300214607635,0.265,0.055,0,"8","DAB1"
"ST3GAL11",0,0.529670529125807,0.411,0.178,0,"8","ST3GAL1"
"NEMF2",0,0.529382920094354,0.662,0.424,0,"8","NEMF"
"C1QTNF3-AMACR",0,0.529305940466449,0.315,0.06,0,"8","C1QTNF3-AMACR"
"ATXN31",0,0.529184721433456,0.516,0.265,0,"8","ATXN3"
"ZC3H7A2",0,0.529107834071985,0.546,0.293,0,"8","ZC3H7A"
"CCDC61",0,0.528413092868659,0.577,0.344,0,"8","CCDC6"
"GPBP1L11",0,0.528229668403625,0.643,0.412,0,"8","GPBP1L1"
"MAMLD1",0,0.528193026794336,0.305,0.057,0,"8","MAMLD1"
"TMEM161B-AS11",0,0.527690419322983,0.395,0.162,0,"8","TMEM161B-AS1"
"ROCK11",0,0.527522062786647,0.63,0.418,0,"8","ROCK1"
"TMOD31",0,0.527377624413409,0.75,0.58,0,"8","TMOD3"
"MCCC12",0,0.526973622821788,0.463,0.179,0,"8","MCCC1"
"DNAJC131",0,0.526725816634227,0.429,0.178,0,"8","DNAJC13"
"CCM22",0,0.526142365689844,0.511,0.28,0,"8","CCM2"
"MYO9B1",0,0.52597492377419,0.473,0.23,0,"8","MYO9B"
"CUL4A1",0,0.525908771068432,0.588,0.349,0,"8","CUL4A"
"FAM222B",0,0.525833264188445,0.377,0.136,0,"8","FAM222B"
"RARS1",0,0.525520200966183,0.384,0.111,0,"8","RARS1"
"CAPS2",0,0.525286312855473,0.297,0.077,0,"8","CAPS2"
"BNC1",0,0.525155987059413,0.37,0.123,0,"8","BNC1"
"MBTD12",0,0.524885833469381,0.453,0.182,0,"8","MBTD1"
"NIPAL3",0,0.524833088833984,0.379,0.134,0,"8","NIPAL3"
"TMCO41",0,0.524791075638521,0.413,0.144,0,"8","TMCO4"
"PCAT1",0,0.524479890993091,0.299,0.087,0,"8","PCAT1"
"NUP205",0,0.524472293460861,0.39,0.139,0,"8","NUP205"
"EPG51",0,0.524446029758812,0.432,0.17,0,"8","EPG5"
"ACAP31",0,0.52442831868485,0.465,0.176,0,"8","ACAP3"
"PIGN1",0,0.524049693355583,0.434,0.183,0,"8","PIGN"
"AC245041.21",0,0.523817684874929,0.39,0.122,0,"8","AC245041.2"
"PPP1R13L2",0,0.52364863556966,0.642,0.332,0,"8","PPP1R13L"
"SWT1",0,0.523468461726646,0.32,0.088,0,"8","SWT1"
"C15orf41",0,0.523117953420413,0.303,0.072,0,"8","C15orf41"
"UNC5B1",0,0.522982991781458,0.445,0.202,0,"8","UNC5B"
"SPTLC3",0,0.522926266633437,0.308,0.072,0,"8","SPTLC3"
"RELCH1",0,0.522434169036362,0.499,0.166,0,"8","RELCH"
"BICRAL1",0,0.522271373902246,0.407,0.158,0,"8","BICRAL"
"MCUB",0,0.522246294517849,0.426,0.24,0,"8","MCUB"
"TLE1",0,0.522037189460408,0.501,0.312,0,"8","TLE1"
"LINC01376",0,0.521822400316749,0.292,0.066,0,"8","LINC01376"
"PPP6R21",0,0.52171546661697,0.559,0.297,0,"8","PPP6R2"
"MIR222HG1",0,0.521605785430262,0.532,0.309,0,"8","MIR222HG"
"SMARCAD11",0,0.521525786682107,0.429,0.178,0,"8","SMARCAD1"
"PTPRJ1",0,0.521386019044986,0.39,0.135,0,"8","PTPRJ"
"NSMAF1",0,0.520841724319103,0.454,0.227,0,"8","NSMAF"
"NUP981",0,0.520621769501615,0.545,0.316,0,"8","NUP98"
"PPP1R13B1",0,0.520088979691895,0.526,0.251,0,"8","PPP1R13B"
"HOOK11",0,0.519847334566924,0.431,0.193,0,"8","HOOK1"
"SVIL1",0,0.519790635651673,0.7,0.493,0,"8","SVIL"
"FSIP12",0,0.519753644245801,0.464,0.198,0,"8","FSIP1"
"SOS22",0,0.519622951999027,0.552,0.296,0,"8","SOS2"
"LCORL2",0,0.519266541343344,0.437,0.228,0,"8","LCORL"
"TLK12",0,0.51886258067367,0.56,0.337,0,"8","TLK1"
"AC138409.2",0,0.518775208274929,0.347,0.07,0,"8","AC138409.2"
"ATP10D2",0,0.517642946554148,0.505,0.259,0,"8","ATP10D"
"TRRAP2",0,0.517566964270408,0.476,0.183,0,"8","TRRAP"
"RAI1",0,0.517383761616377,0.368,0.126,0,"8","RAI1"
"EPB411",0,0.516969315848691,0.571,0.27,0,"8","EPB41"
"TOP2B2",0,0.516763753461974,0.572,0.343,0,"8","TOP2B"
"TDRP",0,0.516050155128531,0.421,0.201,0,"8","TDRP"
"TDRD32",0,0.515480144693092,0.518,0.253,0,"8","TDRD3"
"RAB101",0,0.515158410190371,0.755,0.611,0,"8","RAB10"
"MMS22L",0,0.51465829138504,0.27,0.066,0,"8","MMS22L"
"AC016745.1",0,0.51410928549999,0.336,0.077,0,"8","AC016745.1"
"ERICH52",0,0.513410540374655,0.766,0.381,0,"8","ERICH5"
"NUP1531",0,0.51307131662045,0.512,0.289,0,"8","NUP153"
"MIRLET7BHG1",0,0.512829479977543,0.413,0.133,0,"8","MIRLET7BHG"
"ZDHHC201",0,0.512804568193836,0.479,0.237,0,"8","ZDHHC20"
"MED14",0,0.512719103831973,0.411,0.169,0,"8","MED14"
"WASF1",0,0.512479367196123,0.367,0.145,0,"8","WASF1"
"KANTR",0,0.512253745016214,0.364,0.106,0,"8","KANTR"
"RSF11",0,0.512203703564329,0.691,0.504,0,"8","RSF1"
"RNLS",0,0.511506505339511,0.256,0.079,0,"8","RNLS"
"GOLPH3L1",0,0.511410291973414,0.419,0.193,0,"8","GOLPH3L"
"TPST11",0,0.511252140641196,0.345,0.146,0,"8","TPST1"
"CUL52",0,0.511161574302464,0.519,0.303,0,"8","CUL5"
"AC006978.2",0,0.511081385700093,0.346,0.072,0,"8","AC006978.2"
"NRG2",0,0.510879529226189,0.28,0.052,0,"8","NRG2"
"FOXN32",0,0.510738042595583,0.778,0.462,0,"8","FOXN3"
"PPP2R2D1",0,0.510681775019494,0.542,0.311,0,"8","PPP2R2D"
"KSR11",0,0.510449409556338,0.41,0.158,0,"8","KSR1"
"FGGY1",0,0.510448430723485,0.438,0.227,0,"8","FGGY"
"PPP2R5C1",0,0.510403531001141,0.67,0.45,0,"8","PPP2R5C"
"INO801",0,0.509818947771121,0.469,0.231,0,"8","INO80"
"JAG13",0,0.509167800685865,0.562,0.288,0,"8","JAG1"
"AHCTF11",0,0.508618884321763,0.547,0.335,0,"8","AHCTF1"
"SUGP21",0,0.508286512115142,0.491,0.223,0,"8","SUGP2"
"JPX2",0,0.508194275648349,0.554,0.332,0,"8","JPX"
"PRKCA",0,0.508038619157388,0.315,0.097,0,"8","PRKCA"
"CD44",0,0.507981861599275,0.846,0.645,0,"8","CD44"
"CATSPERE",0,0.507952209113589,0.285,0.057,0,"8","CATSPERE"
"ANKRD6",0,0.507832965499102,0.291,0.074,0,"8","ANKRD6"
"ACOT11",0,0.507759734664526,0.314,0.058,0,"8","ACOT11"
"WWC21",0,0.507130354759672,0.469,0.207,0,"8","WWC2"
"ITGB81",0,0.506962835963917,0.483,0.24,0,"8","ITGB8"
"SLC30A92",0,0.506385973860061,0.481,0.237,0,"8","SLC30A9"
"MYO62",0,0.506336260498788,0.81,0.516,0,"8","MYO6"
"MED151",0,0.506040517474522,0.542,0.29,0,"8","MED15"
"XPO72",0,0.50584805581509,0.438,0.17,0,"8","XPO7"
"PLEKHA11",0,0.505723340805099,0.651,0.432,0,"8","PLEKHA1"
"SNX271",0,0.505600240612176,0.491,0.261,0,"8","SNX27"
"PTK7",0,0.505129488072712,0.404,0.159,0,"8","PTK7"
"CNTLN",0,0.50479262578341,0.276,0.082,0,"8","CNTLN"
"AC007000.41",0,0.50471590533169,0.359,0.089,0,"8","AC007000.4"
"SMG71",0,0.504213188741175,0.464,0.228,0,"8","SMG7"
"METTL161",0,0.503396897860432,0.459,0.24,0,"8","METTL16"
"MRE11",0,0.503124193482906,0.379,0.143,0,"8","MRE11"
"PPARD1",0,0.502901719162859,0.458,0.23,0,"8","PPARD"
"DHRSX",0,0.50284757166725,0.332,0.139,0,"8","DHRSX"
"STIM11",0,0.502824909499779,0.53,0.241,0,"8","STIM1"
"LINC011841",0,0.502818200532678,0.452,0.216,0,"8","LINC01184"
"DNMBP1",0,0.502657457165737,0.518,0.265,0,"8","DNMBP"
"NIPAL21",0,0.502576606637089,0.395,0.171,0,"8","NIPAL2"
"CROCC",0,0.502519795646505,0.349,0.09,0,"8","CROCC"
"PLXNB11",0,0.502202405301854,0.438,0.155,0,"8","PLXNB1"
"ANKRD261",0,0.501908735549052,0.406,0.166,0,"8","ANKRD26"
"DIAPH11",0,0.501797704446602,0.579,0.384,0,"8","DIAPH1"
"ANKUB1",0,0.501677996558039,0.327,0.082,0,"8","ANKUB1"
"SRSF41",0,0.501231816776182,0.715,0.533,0,"8","SRSF4"
"RAB121",0,0.500364211766208,0.468,0.215,0,"8","RAB12"
"SHLD21",0,0.500280213032205,0.437,0.215,0,"8","SHLD2"
"FBXL71",0,0.500106400805915,0.33,0.119,0,"8","FBXL7"
"SNX24",0,0.500097322477328,0.38,0.171,0,"8","SNX24"
"TMEM184B1",0,0.499920965904299,0.422,0.182,0,"8","TMEM184B"
"DNAJC24",0,0.499901182781299,0.39,0.179,0,"8","DNAJC24"
"FBXL4",0,0.499871841610867,0.361,0.123,0,"8","FBXL4"
"FLNB1",0,0.499826506466256,0.396,0.181,0,"8","FLNB"
"ARHGAP351",0,0.499758111829031,0.469,0.223,0,"8","ARHGAP35"
"MYO5B1",0,0.499678322943167,0.6,0.299,0,"8","MYO5B"
"PARG2",0,0.499605177876561,0.42,0.16,0,"8","PARG"
"DIP2A1",0,0.499266312232652,0.452,0.196,0,"8","DIP2A"
"SYTL12",0,0.49906682732011,0.601,0.318,0,"8","SYTL1"
"WDR411",0,0.498843625369243,0.509,0.284,0,"8","WDR41"
"MAPKAP11",0,0.49870835653992,0.5,0.289,0,"8","MAPKAP1"
"USP482",0,0.498469725107515,0.546,0.295,0,"8","USP48"
"PPP3CB1",0,0.498216799836083,0.485,0.253,0,"8","PPP3CB"
"RORA-AS11",0,0.498051747397892,0.345,0.093,0,"8","RORA-AS1"
"HIBADH1",0,0.498039779911186,0.422,0.227,0,"8","HIBADH"
"MMS19",0,0.497448117146248,0.402,0.142,0,"8","MMS19"
"AL590652.1",0,0.496710157361131,0.293,0.051,0,"8","AL590652.1"
"GPR39",0,0.496607271383096,0.26,0.06,0,"8","GPR39"
"MLXIP1",0,0.496368032618834,0.489,0.253,0,"8","MLXIP"
"MED271",0,0.495815022585851,0.44,0.214,0,"8","MED27"
"AAK11",0,0.495814189650405,0.625,0.412,0,"8","AAK1"
"AC097376.3",0,0.495557409783872,0.329,0.092,0,"8","AC097376.3"
"TAOK12",0,0.495311165980964,0.644,0.409,0,"8","TAOK1"
"STAT12",0,0.495290250877482,0.565,0.346,0,"8","STAT1"
"AP2A21",0,0.495284094783994,0.531,0.277,0,"8","AP2A2"
"GSPT1",0,0.494964418662143,0.752,0.595,0,"8","GSPT1"
"MARF1",0,0.494870128455938,0.405,0.188,0,"8","MARF1"
"PSD31",0,0.494554520959625,0.458,0.211,0,"8","PSD3"
"ZFYVE92",0,0.494485528162591,0.455,0.189,0,"8","ZFYVE9"
"XYLT12",0,0.493858814105891,0.359,0.13,0,"8","XYLT1"
"DENND3",0,0.493677579406039,0.3,0.094,0,"8","DENND3"
"GTF3C11",0,0.493165022089529,0.515,0.26,0,"8","GTF3C1"
"NUMB1",0,0.493115264371232,0.619,0.379,0,"8","NUMB"
"PRKCH1",0,0.492201475435188,0.341,0.135,0,"8","PRKCH"
"PIK3CD",0,0.49205948193916,0.33,0.096,0,"8","PIK3CD"
"CDK171",0,0.491844983441563,0.441,0.214,0,"8","CDK17"
"NAP1L41",0,0.491587448546017,0.623,0.41,0,"8","NAP1L4"
"STK381",0,0.491424550525898,0.505,0.251,0,"8","STK38"
"FEZ22",0,0.49120943074511,0.512,0.289,0,"8","FEZ2"
"FAT2",0,0.490868558707167,0.332,0.088,0,"8","FAT2"
"TNPO11",0,0.490584474621894,0.606,0.414,0,"8","TNPO1"
"CAPRIN2",0,0.490269877299374,0.363,0.126,0,"8","CAPRIN2"
"NEDD4L1",0,0.490236994212267,0.632,0.392,0,"8","NEDD4L"
"GATAD2B2",0,0.490027337051202,0.498,0.259,0,"8","GATAD2B"
"GRB72",0,0.489873807382229,0.523,0.256,0,"8","GRB7"
"TBK11",0,0.48981791616822,0.493,0.273,0,"8","TBK1"
"GOLGA8B1",0,0.489517523730038,0.401,0.116,0,"8","GOLGA8B"
"CENPC1",0,0.489385176944119,0.568,0.365,0,"8","CENPC"
"ATE12",0,0.489375712125864,0.451,0.234,0,"8","ATE1"
"ARHGEF72",0,0.488890235154953,0.492,0.233,0,"8","ARHGEF7"
"AGO2",0,0.488699708912839,0.519,0.318,0,"8","AGO2"
"RTTN",0,0.48865704282221,0.325,0.102,0,"8","RTTN"
"CUL11",0,0.488267279022271,0.588,0.378,0,"8","CUL1"
"PHF3",0,0.488173667815134,0.624,0.432,0,"8","PHF3"
"AL050309.11",0,0.487816001937615,0.359,0.121,0,"8","AL050309.1"
"SUPT20H2",0,0.487749849680246,0.46,0.224,0,"8","SUPT20H"
"NISCH2",0,0.486971599373038,0.474,0.206,0,"8","NISCH"
"ZNRF3",0,0.486840039773904,0.316,0.087,0,"8","ZNRF3"
"CAPN12",0,0.48670205107437,0.731,0.457,0,"8","CAPN1"
"AFG1L",0,0.486404697592569,0.296,0.08,0,"8","AFG1L"
"HIBCH2",0,0.486353015880884,0.492,0.265,0,"8","HIBCH"
"CAPN72",0,0.48623359699544,0.541,0.31,0,"8","CAPN7"
"MAP3K51",0,0.485647163787176,0.331,0.11,0,"8","MAP3K5"
"RHBDD1",0,0.485575037760347,0.336,0.123,0,"8","RHBDD1"
"VSNL12",0,0.485457052323975,0.559,0.268,0,"8","VSNL1"
"ULK11",0,0.484966194022667,0.49,0.229,0,"8","ULK1"
"SLC25A261",0,0.484891244922101,0.467,0.271,0,"8","SLC25A26"
"ALPK11",0,0.484813531936404,0.438,0.195,0,"8","ALPK1"
"TTC27",0,0.484660081833523,0.329,0.107,0,"8","TTC27"
"TRAPPC81",0,0.484265329303601,0.439,0.205,0,"8","TRAPPC8"
"CD2AP1",0,0.484040437855516,0.553,0.31,0,"8","CD2AP"
"AC006001.3",0,0.483166247548682,0.317,0.071,0,"8","AC006001.3"
"PIGG",0,0.482717643456664,0.412,0.165,0,"8","PIGG"
"ARFGEF22",0,0.482348515847056,0.462,0.217,0,"8","ARFGEF2"
"PIK3C32",0,0.482199502165612,0.482,0.259,0,"8","PIK3C3"
"IQGAP1",0,0.481608135240236,0.775,0.625,0,"8","IQGAP1"
"FAM193A2",0,0.481585720402749,0.434,0.177,0,"8","FAM193A"
"BCL2L11",0,0.481362369750762,0.445,0.22,0,"8","BCL2L1"
"RALGAPB2",0,0.480969974640486,0.462,0.212,0,"8","RALGAPB"
"KIAA0319L2",0,0.480750644978659,0.461,0.208,0,"8","KIAA0319L"
"CLMN",0,0.480596314687267,0.345,0.118,0,"8","CLMN"
"ESRP12",0,0.480353660788761,0.597,0.31,0,"8","ESRP1"
"CSPP11",0,0.479819560037391,0.391,0.182,0,"8","CSPP1"
"IMMP1L",0,0.479814213328452,0.45,0.259,0,"8","IMMP1L"
"SFMBT2",0,0.479781947633139,0.265,0.051,0,"8","SFMBT2"
"TRPS12",0,0.479502225106099,0.547,0.283,0,"8","TRPS1"
"DCAF51",0,0.478824176023033,0.504,0.28,0,"8","DCAF5"
"QSER1",0,0.477578386154109,0.413,0.177,0,"8","QSER1"
"USP151",0,0.477504156646548,0.6,0.392,0,"8","USP15"
"MIR29B2CHG2",0,0.476753257193195,0.48,0.203,0,"8","MIR29B2CHG"
"CCAR12",0,0.476394073150956,0.62,0.402,0,"8","CCAR1"
"TPP21",0,0.476120748763144,0.444,0.221,0,"8","TPP2"
"SRGAP21",0,0.476038691095451,0.543,0.262,0,"8","SRGAP2"
"SCAPER2",0,0.475957482329701,0.474,0.221,0,"8","SCAPER"
"NAA352",0,0.475678324286641,0.471,0.242,0,"8","NAA35"
"SLC7A61",0,0.475471099598385,0.466,0.211,0,"8","SLC7A6"
"ZDHHC211",0,0.475345366186638,0.414,0.179,0,"8","ZDHHC21"
"SREBF22",0,0.475150194616187,0.509,0.276,0,"8","SREBF2"
"RIC31",0,0.474901284562936,0.48,0.235,0,"8","RIC3"
"LIMD11",0,0.474806617059694,0.358,0.115,0,"8","LIMD1"
"PPFIA12",0,0.474588483825734,0.566,0.356,0,"8","PPFIA1"
"TTC21B",0,0.47434928553567,0.391,0.144,0,"8","TTC21B"
"EML41",0,0.47382359238701,0.565,0.352,0,"8","EML4"
"EXOC21",0,0.473784673286216,0.413,0.172,0,"8","EXOC2"
"POLK1",0,0.473720227113161,0.453,0.24,0,"8","POLK"
"FRS2",0,0.473188760276883,0.422,0.221,0,"8","FRS2"
"TUFT12",0,0.472721067448083,0.591,0.348,0,"8","TUFT1"
"EP3001",0,0.472435648363958,0.61,0.392,0,"8","EP300"
"DROSHA",0,0.472120026338312,0.337,0.111,0,"8","DROSHA"
"FAM83F2",0,0.472016640910958,0.416,0.165,0,"8","FAM83F"
"OSBPL51",0,0.471451375474389,0.367,0.129,0,"8","OSBPL5"
"METTL8",0,0.4713597664522,0.347,0.145,0,"8","METTL8"
"MAP3K22",0,0.470853992903828,0.581,0.383,0,"8","MAP3K2"
"DIXDC11",0,0.470638469709504,0.345,0.161,0,"8","DIXDC1"
"NUP42",0,0.470328269329619,0.346,0.102,0,"8","NUP42"
"RC3H11",0,0.469975387497232,0.552,0.319,0,"8","RC3H1"
"CTDSPL22",0,0.469922948580316,0.493,0.26,0,"8","CTDSPL2"
"FAM120A1",0,0.469035214835444,0.626,0.406,0,"8","FAM120A"
"AZIN1-AS1",0,0.468761101084403,0.312,0.101,0,"8","AZIN1-AS1"
"RILPL1",0,0.468609319497042,0.381,0.136,0,"8","RILPL1"
"MIB11",0,0.468573818274319,0.455,0.257,0,"8","MIB1"
"ZHX21",0,0.468480797058452,0.413,0.194,0,"8","ZHX2"
"TTC39B",0,0.468478944942105,0.323,0.123,0,"8","TTC39B"
"SH3GL32",0,0.468467887681023,0.438,0.183,0,"8","SH3GL3"
"AF117829.11",0,0.468419368250403,0.379,0.161,0,"8","AF117829.1"
"TMEM87B2",0,0.46839637080198,0.496,0.266,0,"8","TMEM87B"
"PIK3CA1",0,0.468240118900035,0.431,0.235,0,"8","PIK3CA"
"SCLT1",0,0.467795391979354,0.32,0.129,0,"8","SCLT1"
"ARHGEF11",0,0.467683447858115,0.36,0.124,0,"8","ARHGEF11"
"NEDD4",0,0.467596518710018,0.323,0.143,0,"8","NEDD4"
"LINC01004",0,0.467465211953218,0.332,0.103,0,"8","LINC01004"
"ASAP11",0,0.466803731265302,0.523,0.308,0,"8","ASAP1"
"SF11",0,0.466705471783662,0.808,0.642,0,"8","SF1"
"SULF11",0,0.466651653295174,0.334,0.081,0,"8","SULF1"
"C2CD2",0,0.466424266436555,0.327,0.102,0,"8","C2CD2"
"AC009501.2",0,0.465883372837091,0.27,0.05,0,"8","AC009501.2"
"VPS501",0,0.465558464771956,0.362,0.132,0,"8","VPS50"
"ATXN7L1",0,0.465442040273292,0.308,0.09,0,"8","ATXN7L1"
"YLPM12",0,0.46538204815352,0.446,0.217,0,"8","YLPM1"
"DGKA1",0,0.465115432042585,0.461,0.212,0,"8","DGKA"
"SETX1",0,0.464862419349637,0.592,0.377,0,"8","SETX"
"MLLT31",0,0.463218643636801,0.312,0.113,0,"8","MLLT3"
"SNHG141",0,0.462337771266705,0.428,0.136,0,"8","SNHG14"
"CNOT6L1",0,0.461965283456665,0.408,0.207,0,"8","CNOT6L"
"VEZT2",0,0.461859044950583,0.538,0.317,0,"8","VEZT"
"LRRC281",0,0.461436087079598,0.415,0.22,0,"8","LRRC28"
"RNF144A1",0,0.461134367163714,0.375,0.143,0,"8","RNF144A"
"AEBP21",0,0.460998030930619,0.536,0.315,0,"8","AEBP2"
"INPP4A",0,0.46065528897757,0.338,0.105,0,"8","INPP4A"
"HNRNPLL",0,0.460562342234334,0.375,0.16,0,"8","HNRNPLL"
"CYFIP11",0,0.46008015988295,0.507,0.295,0,"8","CYFIP1"
"DMD",0,0.459926841107602,0.302,0.085,0,"8","DMD"
"PPP2R2A1",0,0.459891451453293,0.735,0.569,0,"8","PPP2R2A"
"MTREX1",0,0.459884722928888,0.46,0.245,0,"8","MTREX"
"KAT6A2",0,0.45979614488366,0.518,0.305,0,"8","KAT6A"
"DNAH9",0,0.459774515825124,0.252,0.049,0,"8","DNAH9"
"NOL101",0,0.458993411699137,0.423,0.215,0,"8","NOL10"
"CDC161",0,0.458738773885653,0.457,0.231,0,"8","CDC16"
"ATF21",0,0.45870370926858,0.425,0.222,0,"8","ATF2"
"KIF1B2",0,0.458347586696841,0.513,0.302,0,"8","KIF1B"
"ZDHHC31",0,0.457994946945179,0.539,0.333,0,"8","ZDHHC3"
"FAR11",0,0.457873210298749,0.42,0.195,0,"8","FAR1"
"EVC",0,0.457534195317835,0.324,0.119,0,"8","EVC"
"MAP3K41",0,0.457188604261044,0.413,0.182,0,"8","MAP3K4"
"MTERF1",0,0.45698884397635,0.306,0.114,0,"8","MTERF1"
"TCF201",0,0.456867363695855,0.412,0.176,0,"8","TCF20"
"MTF21",0,0.456776590603129,0.45,0.227,0,"8","MTF2"
"AC073107.1",0,0.45672784363135,0.32,0.076,0,"8","AC073107.1"
"GARS1-DT",0,0.456327937520405,0.339,0.083,0,"8","GARS1-DT"
"D2HGDH",0,0.455615839578279,0.397,0.151,0,"8","D2HGDH"
"THOC11",0,0.45421068759092,0.436,0.214,0,"8","THOC1"
"NSUN61",0,0.4539904452751,0.449,0.221,0,"8","NSUN6"
"AC005670.3",0,0.453978846750314,0.312,0.078,0,"8","AC005670.3"
"APC1",0,0.453095467090905,0.412,0.218,0,"8","APC"
"USP472",0,0.452388178448479,0.697,0.495,0,"8","USP47"
"TRA2A1",0,0.45173813609682,0.706,0.509,0,"8","TRA2A"
"PBRM11",0,0.451639084078057,0.522,0.314,0,"8","PBRM1"
"PRKD31",0,0.451352883759619,0.456,0.249,0,"8","PRKD3"
"AP2B11",0,0.451144127332936,0.459,0.261,0,"8","AP2B1"
"NAV2",0,0.450566962547847,0.354,0.125,0,"8","NAV2"
"PDCD42",0,0.450565236556177,0.78,0.55,0,"8","PDCD4"
"GLCCI1",0,0.44995789836037,0.275,0.091,0,"8","GLCCI1"
"DDX172",0,0.448436703527805,0.873,0.706,0,"8","DDX17"
"ERCC6L2",0,0.447980736237935,0.378,0.177,0,"8","ERCC6L2"
"ZNF827",0,0.447853073958377,0.372,0.157,0,"8","ZNF827"
"UHRF2",0,0.447773427263391,0.411,0.17,0,"8","UHRF2"
"RCOR11",0,0.447690738048357,0.587,0.36,0,"8","RCOR1"
"LRCH32",0,0.447221653382288,0.418,0.194,0,"8","LRCH3"
"KDM1B",0,0.446539083195873,0.323,0.13,0,"8","KDM1B"
"DMTF11",0,0.446407190967266,0.401,0.176,0,"8","DMTF1"
"FBXO422",0,0.446293592945827,0.52,0.236,0,"8","FBXO42"
"MREG2",0,0.445724660951178,0.445,0.207,0,"8","MREG"
"PTPRF2",0,0.444948579999822,0.602,0.321,0,"8","PTPRF"
"KLHL51",0,0.444035801831812,0.349,0.174,0,"8","KLHL5"
"ORC3",0,0.443671842731639,0.362,0.16,0,"8","ORC3"
"LDAH",0,0.44344362674455,0.33,0.113,0,"8","LDAH"
"WASF31",0,0.443076429476635,0.325,0.126,0,"8","WASF3"
"ADAMTS9-AS22",0,0.443064353264556,0.379,0.172,0,"8","ADAMTS9-AS2"
"ECHDC22",0,0.441924919674905,0.587,0.355,0,"8","ECHDC2"
"PIGL",0,0.441250305865573,0.36,0.138,0,"8","PIGL"
"ALDH1A12",0,0.441141072490889,0.764,0.469,0,"8","ALDH1A1"
"PISD1",0,0.440963022727479,0.436,0.231,0,"8","PISD"
"TRIM71",0,0.440409849667016,0.267,0.068,0,"8","TRIM71"
"PLEKHM1P1",0,0.440284438404569,0.325,0.073,0,"8","PLEKHM1P1"
"GSTCD",0,0.440173400411153,0.29,0.096,0,"8","GSTCD"
"AC243829.21",0,0.440107551823536,0.308,0.093,0,"8","AC243829.2"
"ZFAND61",0,0.4395676323069,0.761,0.605,0,"8","ZFAND6"
"ITPRID2",0,0.439121398042388,0.366,0.143,0,"8","ITPRID2"
"CERT11",0,0.439066708179032,0.36,0.135,0,"8","CERT1"
"VPS35L",0,0.438907287537418,0.377,0.177,0,"8","VPS35L"
"TMPRSS11D3",0,0.438230854228765,0.517,0.299,0,"8","TMPRSS11D"
"ELP21",0,0.438030147070524,0.496,0.289,0,"8","ELP2"
"OPHN1",0,0.437663487369988,0.273,0.071,0,"8","OPHN1"
"EMSY2",0,0.436954390962207,0.371,0.167,0,"8","EMSY"
"LCLAT1",0,0.436757378125011,0.298,0.092,0,"8","LCLAT1"
"IDE1",0,0.436647530020403,0.364,0.159,0,"8","IDE"
"UPF21",0,0.436361137065488,0.573,0.378,0,"8","UPF2"
"IFT881",0,0.435918584050858,0.339,0.127,0,"8","IFT88"
"EFEMP1",0,0.435576335119248,0.388,0.173,0,"8","EFEMP1"
"ABHD18",0,0.435125680787373,0.328,0.108,0,"8","ABHD18"
"CCDC200",0,0.434862174328406,0.288,0.064,0,"8","CCDC200"
"MAGI32",0,0.434426847504214,0.578,0.288,0,"8","MAGI3"
"VPS36",0,0.43439161525152,0.464,0.254,0,"8","VPS36"
"LRRC37A3",0,0.434285788332226,0.338,0.096,0,"8","LRRC37A3"
"AL391650.12",0,0.433159766300769,0.569,0.277,0,"8","AL391650.1"
"ICE2",0,0.433074638736035,0.384,0.177,0,"8","ICE2"
"IFT140",0,0.43301655869122,0.272,0.077,0,"8","IFT140"
"SYT17",0,0.432329595303982,0.299,0.101,0,"8","SYT17"
"COL21A11",0,0.431863943150406,0.28,0.09,0,"8","COL21A1"
"MAP3K71",0,0.431053339152342,0.428,0.231,0,"8","MAP3K7"
"ZDHHC171",0,0.430450479702454,0.36,0.156,0,"8","ZDHHC17"
"PRIMPOL",0,0.430293884636738,0.326,0.115,0,"8","PRIMPOL"
"TCERG11",0,0.428631049266673,0.527,0.314,0,"8","TCERG1"
"RPL32P3",0,0.428450923996404,0.334,0.083,0,"8","RPL32P3"
"YARS1",0,0.428214736231045,0.322,0.089,0,"8","YARS1"
"LGALSL-DT",0,0.427678412226819,0.257,0.056,0,"8","LGALSL-DT"
