"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CLDN118",1.12700867128269e-144,0.605009575403538,0.902,0.513,1.00683573666382e-139,"27","CLDN1"
"CLSTN14",4.39326867745097e-144,0.58360506542257,0.79,0.441,3.92481443837437e-139,"27","CLSTN1"
"C19orf3311",4.08339126559581e-142,0.543574326093291,0.847,0.413,3.64797925494533e-137,"27","C19orf33"
"GSTA46",8.72546095444051e-142,0.417082845660527,0.609,0.268,7.79506505286851e-137,"27","GSTA4"
"C11orf12",8.83945950170526e-142,0.369879221177248,0.534,0.216,7.89690793503842e-137,"27","C11orf1"
"CKAP43",4.61343500484361e-140,0.632061098739298,0.745,0.402,4.12150443027713e-135,"27","CKAP4"
"LRP113",2.00707743785648e-139,0.400556245838765,0.48,0.188,1.79306277065784e-134,"27","LRP11"
"ADSS3",2.76488065344714e-139,0.382289068048434,0.541,0.223,2.47006142937007e-134,"27","ADSS"
"G6PD1",7.09415132587425e-139,0.383886978982796,0.516,0.207,6.33770196999627e-134,"27","G6PD"
"FERMT14",1.36542365458342e-138,0.257298030935978,0.419,0.141,1.21982853029519e-133,"27","FERMT1"
"NME21",2.24609451432711e-138,0.814618969236299,0.413,0.156,2.00659345626441e-133,"27","NME2"
"FAS3",2.53653980196714e-137,0.336886237516189,0.524,0.21,2.26606856288338e-132,"27","FAS"
"TFAP2A8",3.56149334799584e-137,0.393445014046352,0.594,0.25,3.18173131229904e-132,"27","TFAP2A"
"NAPRT4",5.53034105989641e-137,0.362067449089687,0.571,0.237,4.94064079267966e-132,"27","NAPRT"
"VSNL18",2.45617489283028e-134,0.328865744155411,0.642,0.278,2.19427296400778e-129,"27","VSNL1"
"SOX62",9.8639804416265e-133,0.320629557110397,0.394,0.134,8.81218420713586e-128,"27","SOX6"
"SYT812",2.62531174772665e-132,0.56647347258493,0.851,0.472,2.34537475606655e-127,"27","SYT8"
"S100A410",3.5979883586323e-131,0.780469791042643,0.967,0.854,3.21433485995133e-126,"27","S100A4"
"MATN27",4.25127298683817e-131,0.343239470756876,0.592,0.245,3.79795974825162e-126,"27","MATN2"
"ATP1A15",2.10600910861873e-130,0.595758402404759,0.849,0.549,1.88144535736671e-125,"27","ATP1A1"
"GLCE1",2.60540852337687e-130,0.352764350562503,0.467,0.181,2.32759381252919e-125,"27","GLCE"
"ERC22",2.1251856849847e-129,0.438961638673934,0.3,0.09,1.89857713539478e-124,"27","ERC2"
"THOC39",6.23460609589196e-129,0.390918439977725,0.634,0.294,5.569810047887e-124,"27","THOC3"
"CKLF1",5.32601077865109e-128,0.254644553670235,0.431,0.16,4.75809824932353e-123,"27","CKLF"
"DDX39B",1.73064910659977e-127,0.302339136405113,0.434,0.164,1.54610999236304e-122,"27","DDX39B"
"C1QBP7",3.70240131792313e-127,0.598842428292623,0.806,0.542,3.30761426539298e-122,"27","C1QBP"
"FLNA7",2.12631428191242e-125,0.537460209093272,0.63,0.299,1.8995853900321e-120,"27","FLNA"
"BHLHE416",9.85015137161501e-125,0.507689597837965,0.674,0.337,8.7998297308597e-120,"27","BHLHE41"
"LINC027621",1.22330649957848e-124,0.304545311662483,0.264,0.075,1.09286532752843e-119,"27","LINC02762"
"WNT7B4",3.28104101101748e-124,0.315006709314443,0.43,0.16,2.93118360801269e-119,"27","WNT7B"
"FAM110C5",6.73968990227661e-124,0.421563050187348,0.476,0.188,6.02103676799686e-119,"27","FAM110C"
"DUSP143",1.44044740302035e-123,0.348430864680704,0.463,0.181,1.28685249643629e-118,"27","DUSP14"
"LAMC27",1.97588717309886e-123,0.70561967282562,0.529,0.227,1.76519832383133e-118,"27","LAMC2"
"TIA1",1.2267391471048e-122,0.270001063026991,0.397,0.145,1.09593195184901e-117,"27","TIA1"
"ETV41",1.64742532581466e-122,0.264546360815658,0.356,0.118,1.47176036332304e-117,"27","ETV4"
"CARD101",7.53001707569289e-121,0.264921205460951,0.26,0.073,6.72709135491175e-116,"27","CARD10"
"DSP11",9.22395804542619e-121,0.573460965757572,0.948,0.57,8.24040739904239e-116,"27","DSP"
"HDAC8",2.15266582881047e-120,0.292449570065976,0.265,0.079,1.92312707148441e-115,"27","HDAC8"
"SINHCAF6",2.5320430303812e-120,0.314454546420113,0.599,0.266,2.26205128205166e-115,"27","SINHCAF"
"DAAM111",4.79315702096536e-120,0.569967209343112,0.821,0.5,4.28206268781982e-115,"27","DAAM1"
"PCNA2",5.15721298434102e-120,0.289686061471792,0.519,0.22,4.60729936382074e-115,"27","PCNA"
"AHNAK27",8.06629024216684e-120,0.494727379190138,0.613,0.295,7.20618171364459e-115,"27","AHNAK2"
"RPA36",8.60565315628549e-120,0.571926057573043,0.688,0.381,7.68803236023077e-115,"27","RPA3"
"TAX1BP36",9.93248795182121e-120,0.331594212926466,0.623,0.294,8.87338676151851e-115,"27","TAX1BP3"
"RAB4A4",1.08057100804238e-119,0.494653598592082,0.761,0.462,9.65349721454821e-115,"27","RAB4A"
"BMP78",2.80811984908631e-119,0.316204917411737,0.515,0.213,2.50869002957824e-114,"27","BMP7"
"HMGN311",4.2056647774359e-119,0.60420778804619,0.866,0.608,3.75721474221791e-114,"27","HMGN3"
"ITGAV4",1.83503539927737e-118,0.436281263270117,0.692,0.353,1.63936557465243e-113,"27","ITGAV"
"GAPDH7",3.04296925889619e-118,0.546011777610619,0.963,0.844,2.71849744682009e-113,"27","GAPDH"
"CLCA49",8.55788585499328e-117,0.291035387613471,0.441,0.171,7.64535848627535e-112,"27","CLCA4"
"LAPTM4B5",9.56884510895153e-117,0.342675846063027,0.639,0.313,8.54851915498403e-112,"27","LAPTM4B"
"SNHG29",1.43909314190343e-115,0.837583762870477,0.333,0.121,1.28564264018227e-110,"27","SNHG29"
"P3H24",1.78626224446315e-115,0.290545771636671,0.491,0.197,1.59579310133604e-110,"27","P3H2"
"ALDH7A14",1.3046826475696e-114,0.308168409202227,0.696,0.36,1.16556433685925e-109,"27","ALDH7A1"
"GRINA1",1.7089714119298e-114,0.353399783823407,0.587,0.278,1.52674379027572e-109,"27","GRINA"
"TRIM23",3.0949111136508e-114,0.259896377818021,0.367,0.134,2.76490074160222e-109,"27","TRIM2"
"COMMD32",6.87730323225466e-114,0.314630143882119,0.529,0.234,6.14397638859935e-109,"27","COMMD3"
"PLAU7",2.66764546548828e-113,0.406401150194329,0.674,0.306,2.38319442950326e-108,"27","PLAU"
"CTNND18",5.90961006306952e-113,0.478436482926372,0.689,0.354,5.27946834204441e-108,"27","CTNND1"
"SERINC212",1.33055262889317e-112,0.374319890026173,0.695,0.343,1.18867580207429e-107,"27","SERINC2"
"PRDX510",1.85317733772321e-112,0.628830915210711,0.884,0.708,1.65557303820178e-107,"27","PRDX5"
"MT-ND64",3.40348872130925e-112,0.476519965994691,0.541,0.248,3.04057471895605e-107,"27","MT-ND6"
"FAM210B6",1.12382208112083e-111,0.355561534047153,0.592,0.286,1.00398893261092e-106,"27","FAM210B"
"CD910",1.59331698267756e-111,0.573112157901918,0.924,0.789,1.42342159281465e-106,"27","CD9"
"H2AFY5",2.69053835358043e-111,0.371494477428947,0.673,0.339,2.40364624893815e-106,"27","H2AFY"
"MAT2B2",1.18824783105909e-110,0.378860411596312,0.552,0.253,1.06154496483326e-105,"27","MAT2B"
"OTUD11",4.60616135083255e-110,0.403793511954911,0.423,0.168,4.11500636599328e-105,"27","OTUD1"
"PLK28",8.04039923844596e-110,0.654101228675678,0.643,0.331,7.18305146765047e-105,"27","PLK2"
"EGFR7",3.03146222626444e-109,0.389892493131454,0.821,0.489,2.70821740907786e-104,"27","EGFR"
"RBBP84",3.76447261348748e-109,0.30862062193579,0.508,0.221,3.36306689871131e-104,"27","RBBP8"
"RAET1G6",4.91949198428445e-109,0.280444274840864,0.407,0.155,4.3949265540002e-104,"27","RAET1G"
"EEF1G2",5.84332984320816e-109,0.968073674029029,0.371,0.156,5.22025558202687e-104,"27","EEF1G"
"LINC01578",7.64918139821606e-109,0.399611161032704,0.308,0.104,6.83354918572428e-104,"27","LINC01578"
"SFN11",1.23584264415811e-108,0.268841897519739,0.956,0.559,1.10406474301153e-103,"27","SFN"
"PAX610",1.45369696065098e-107,0.408895941607794,0.891,0.516,1.29868925373676e-102,"27","PAX6"
"SYNE27",4.85230414677749e-107,0.375295898609959,0.848,0.481,4.3349029556066e-102,"27","SYNE2"
"MGST25",9.49786342674996e-107,0.3596883899991,0.632,0.305,8.48510624955561e-102,"27","MGST2"
"EXOSC74",1.07175613859725e-106,0.428797811476831,0.674,0.373,9.57474781538625e-102,"27","EXOSC7"
"WEE18",2.03571799592867e-106,0.628041347210419,0.713,0.409,1.81864938602279e-101,"27","WEE1"
"BLCAP3",4.4815739406236e-106,0.351920235572549,0.682,0.348,4.00370371133491e-101,"27","BLCAP"
"PYGL8",4.50966264010351e-106,0.338203709038263,0.645,0.321,4.02879731278927e-101,"27","PYGL"
"SLC2A15",1.41253786289685e-105,0.70036218416913,0.902,0.674,1.26191895057616e-100,"27","SLC2A1"
"LAMA55",2.36689690522116e-105,0.299271132823203,0.587,0.259,2.11451468821743e-100,"27","LAMA5"
"CLTB6",2.54784906792265e-105,0.570923371747075,0.858,0.658,2.27617192181005e-100,"27","CLTB"
"MIB26",3.42473243575868e-105,0.318091160180427,0.617,0.291,3.05955321613374e-100,"27","MIB2"
"ITGB110",3.77653781314466e-105,0.603892493109006,0.907,0.706,3.37384558612905e-100,"27","ITGB1"
"DHRS15",2.44336250676671e-103,0.307497980625208,0.534,0.24,2.18282676267017e-98,"27","DHRS1"
"BCAP315",2.70761882933417e-103,0.442451997881026,0.78,0.486,2.41890543356227e-98,"27","BCAP31"
"TSNAX",2.7250685633972e-103,0.255580207873565,0.496,0.216,2.43449450248216e-98,"27","TSNAX"
"LDLRAP13",4.02523870172804e-103,0.270165965679802,0.455,0.186,3.59602749896278e-98,"27","LDLRAP1"
"LARS3",6.92068489364391e-103,0.250284262929931,0.546,0.246,6.18273226343466e-98,"27","LARS"
"DARS3",7.26724549194777e-103,0.298646298420846,0.571,0.27,6.49233910514138e-98,"27","DARS"
"AC118549.1",1.50615998369735e-102,0.251538072458326,0.315,0.111,1.3455581446357e-97,"27","AC118549.1"
"CAVIN112",6.30231145325459e-102,0.377424478953944,0.74,0.402,5.63029598299406e-97,"27","CAVIN1"
"ARL4D8",1.17478055525034e-101,0.580084093857388,0.772,0.478,1.049513704644e-96,"27","ARL4D"
"BNC13",6.87640500066502e-101,0.306802795580316,0.356,0.132,6.14317393544411e-96,"27","BNC1"
"BICD25",1.74393469595055e-100,0.344110765609337,0.595,0.288,1.55797893932135e-95,"27","BICD2"
"CITED47",3.6255518471156e-100,0.356677274390338,0.549,0.254,3.23895925365767e-95,"27","CITED4"
"SLC26A25",2.56267451711903e-99,0.393383578303437,0.561,0.271,2.28941653335863e-94,"27","SLC26A2"
"SLC38A23",3.3228521879363e-99,0.575746834089779,0.887,0.658,2.96853645913666e-94,"27","SLC38A2"
"TRIM2911",1.8629111044357e-98,0.378423212843646,0.884,0.486,1.66426889336972e-93,"27","TRIM29"
"H1FX4",1.87100855237893e-98,0.516542073265823,0.705,0.397,1.67150291043876e-93,"27","H1FX"
"RDX5",8.92518778507811e-98,0.481988642780654,0.767,0.497,7.97349501155523e-93,"27","RDX"
"TMTC38",1.29823707855727e-97,0.342505627253299,0.65,0.332,1.15980605887071e-92,"27","TMTC3"
"DUSP66",4.85588413358938e-97,0.331046344288067,0.482,0.209,4.33810120842474e-92,"27","DUSP6"
"KRT158",7.26360938947583e-97,0.39509597331948,0.572,0.265,6.48909072027602e-92,"27","KRT15"
"PYGB5",1.01144579810599e-95,0.252935313006927,0.487,0.212,9.03595332653946e-91,"27","PYGB"
"DUSP236",7.92339415086674e-95,0.406713415968837,0.71,0.415,7.07852263255982e-90,"27","DUSP23"
"TECR6",9.31606029275548e-95,0.417248610431916,0.789,0.49,8.32268878373896e-90,"27","TECR"
"IL1813",9.73543400905055e-94,0.289423969107205,0.813,0.454,8.69734468066549e-89,"27","IL18"
"ATP5IF17",1.84568639461309e-93,0.464882169448197,0.791,0.526,1.64888085435549e-88,"27","ATP5IF1"
"CHL16",1.89129034852451e-93,0.311446591316503,0.639,0.326,1.68962205866134e-88,"27","CHL1"
"UQCRC16",2.33615905622378e-93,0.337291599765137,0.708,0.398,2.08705441605864e-88,"27","UQCRC1"
"TAGLN29",4.91957837655124e-93,0.478688576139529,0.883,0.677,4.39500373425959e-88,"27","TAGLN2"
"NDUFB39",1.3868677799615e-92,0.414621955945464,0.732,0.449,1.23898606858421e-87,"27","NDUFB3"
"S100A69",2.26260791039595e-92,0.660743774989974,0.991,0.936,2.02134602891043e-87,"27","S100A6"
"AC020916.15",8.6348476530919e-92,0.497519851632031,0.525,0.255,7.71411384784271e-87,"27","AC020916.1"
"BCO29",5.13264324436457e-91,0.273144228833941,0.569,0.267,4.58534949521798e-86,"27","BCO2"
"PBDC16",9.21186761542851e-91,0.335122111480286,0.594,0.311,8.22960617159537e-86,"27","PBDC1"
"FSCN15",4.47652688442085e-90,0.27583464770514,0.442,0.188,3.99919482273505e-85,"27","FSCN1"
"ADH55",4.75070500954546e-90,0.355365116490105,0.692,0.398,4.24413733437762e-85,"27","ADH5"
"BSG8",4.60382721664789e-89,0.437196393472753,0.793,0.519,4.11292112053673e-84,"27","BSG"
"GPC15",8.71082218556081e-89,0.427031697370737,0.617,0.317,7.78198721591446e-84,"27","GPC1"
"ANKHD1",1.07746833709854e-88,0.274453636329847,0.366,0.152,9.62577888313722e-84,"27","ANKHD1"
"SCARB24",1.30263344237924e-88,0.421998296291557,0.771,0.49,1.16373363841834e-83,"27","SCARB2"
"ETFB6",2.53714160878161e-88,0.359110385985581,0.671,0.385,2.26660619903723e-83,"27","ETFB"
"FAM49B1",4.07870331957244e-88,0.269542033312176,0.425,0.185,3.64379118460643e-83,"27","FAM49B"
"SLC39A6",5.59241734658056e-88,0.342359748883903,0.579,0.298,4.99609788491467e-83,"27","SLC39A6"
"CAMK2N19",1.27847830717445e-87,0.403738761692208,0.799,0.55,1.14215416528044e-82,"27","CAMK2N1"
"MRPL339",1.80215439478771e-87,0.518647663078674,0.845,0.674,1.60999067167149e-82,"27","MRPL33"
"CDCP17",2.95034941194432e-87,0.346441217622154,0.562,0.268,2.6357536541487e-82,"27","CDCP1"
"RPS174",6.65152379439267e-87,0.400280467238048,0.724,0.438,5.94227181219658e-82,"27","RPS17"
"STMP13",7.2090130334137e-87,0.399393302531375,0.693,0.422,6.4403159736608e-82,"27","STMP1"
"TUBA4A11",3.31443568121347e-86,0.344406025252046,0.676,0.358,2.96101740452568e-81,"27","TUBA4A"
"S100A108",3.95489885524422e-86,0.466420017512884,0.95,0.786,3.53318799030953e-81,"27","S100A10"
"FOSB7",6.09559728293602e-86,0.732709509052723,0.825,0.576,5.44562374465655e-81,"27","FOSB"
"PDLIM17",9.75912193576826e-86,0.367242530080511,0.813,0.521,8.71850676375729e-81,"27","PDLIM1"
"DUSP19",2.04542310516214e-85,0.789470714486245,0.892,0.724,1.8273196394587e-80,"27","DUSP1"
"MARCH62",3.02840301263137e-85,0.298299047685555,0.529,0.258,2.70548439939449e-80,"27","MARCH6"
"RPS2114",4.72992810696159e-85,0.564842826200275,0.911,0.77,4.22557587291627e-80,"27","RPS21"
"EPAS15",1.6242518387608e-84,0.461440519040292,0.718,0.426,1.45105786519374e-79,"27","EPAS1"
"MARCKS8",3.83095042444194e-84,0.415384752520769,0.74,0.45,3.4224561806837e-79,"27","MARCKS"
"TXNDC176",1.01017734694292e-83,0.391291067312709,0.75,0.491,9.024621364384e-79,"27","TXNDC17"
"ZNF4622",2.3311239729442e-83,0.284755799422749,0.396,0.168,2.08255622370916e-78,"27","ZNF462"
"CYBA5",4.48991585099114e-83,0.289195953107287,0.696,0.401,4.01115612379995e-78,"27","CYBA"
"ATP5ME7",1.59931374359101e-82,0.498088506548396,0.801,0.587,1.4287789191119e-77,"27","ATP5ME"
"CFAP298",2.3598951691125e-82,0.2577907441488,0.556,0.278,2.10825954723003e-77,"27","CFAP298"
"PET1004",6.05105851034583e-80,0.342010631752557,0.676,0.398,5.40583414138765e-75,"27","PET100"
"CAPN111",7.03497893912388e-80,0.338446416110751,0.786,0.466,6.2848391348451e-75,"27","CAPN1"
"TSPAN32",1.00547656794827e-79,0.323733762487379,0.64,0.353,8.98262601507948e-75,"27","TSPAN3"
"HSPA1A6",1.18327088630487e-79,0.453656901100403,0.813,0.512,1.05709871169818e-74,"27","HSPA1A"
"FAM200B5",1.5856462290631e-79,0.289840997610886,0.588,0.308,1.4165687716581e-74,"27","FAM200B"
"SNHG5",2.7483603295756e-79,0.284951057944478,0.321,0.129,2.45530266763296e-74,"27","SNHG5"
"JAG17",3.46543701660079e-79,0.281504712555733,0.584,0.298,3.09591746752064e-74,"27","JAG1"
"FOXQ16",1.78629185618319e-78,0.33731663844397,0.371,0.16,1.59581955555838e-73,"27","FOXQ1"
"H3F3A5",1.19961025587546e-77,0.432926772783004,0.883,0.611,1.07169581429146e-72,"27","H3F3A"
"UBE2V1",2.63609968885202e-77,0.251982828234299,0.37,0.163,2.35501237902973e-72,"27","UBE2V1"
"FOXP13",2.7880979764793e-77,0.448934150337272,0.585,0.331,2.49080308924731e-72,"27","FOXP1"
"STON24",5.81076922462285e-77,0.283015489273374,0.527,0.26,5.19116690220131e-72,"27","STON2"
"ECH11",1.24775686763976e-76,0.261063605814232,0.567,0.298,1.11470855284333e-71,"27","ECH1"
"TXNIP8",4.72758874994936e-76,0.583171915169611,0.676,0.398,4.22348596154226e-71,"27","TXNIP"
"C9orf166",8.48301319495076e-76,0.315877879844049,0.717,0.436,7.57846949797316e-71,"27","C9orf16"
"CAPNS17",1.57889613632646e-74,0.387027329735817,0.76,0.508,1.41053844130997e-69,"27","CAPNS1"
"RETREG15",4.12818155744925e-74,0.282692320805661,0.655,0.357,3.68799355797843e-69,"27","RETREG1"
"FGFBP112",4.44563664438394e-74,0.304023167488058,0.659,0.337,3.97159840899328e-69,"27","FGFBP1"
"ANXA210",6.23102087303863e-74,0.379080725040403,0.964,0.891,5.56660711734652e-69,"27","ANXA2"
"BOC2",6.97782747413895e-74,0.26789173633115,0.557,0.285,6.23378173057151e-69,"27","BOC"
"PPP1CA5",1.02604044463809e-73,0.252289307914955,0.648,0.364,9.16633752026334e-69,"27","PPP1CA"
"GTF2I3",2.15978375146363e-73,0.338499562427033,0.744,0.453,1.92948601004506e-68,"27","GTF2I"
"HRAS9",6.58342838198592e-73,0.324326097734269,0.71,0.425,5.88143741361476e-68,"27","HRAS"
"CD1511",6.82193358483525e-73,0.329546182352931,0.691,0.413,6.09451080668426e-68,"27","CD151"
"ITM2B6",1.3494981442761e-72,0.445238007400279,0.942,0.879,1.20560115715194e-67,"27","ITM2B"
"SLC1A51",1.74251468338906e-72,0.273420440120502,0.529,0.273,1.55671034269929e-67,"27","SLC1A5"
"MIF9",2.69063790202207e-72,0.652497948241766,0.827,0.647,2.40373518252946e-67,"27","MIF"
"FOS6",6.51098311357493e-72,0.554168960605095,0.863,0.662,5.81671698417443e-67,"27","FOS"
"LDHB9",6.73979796313105e-72,0.369815253878707,0.771,0.522,6.02113330632239e-67,"27","LDHB"
"TNFRSF1A1",6.93584838529058e-71,0.346448222153871,0.705,0.45,6.19627887196704e-66,"27","TNFRSF1A"
"ATP5MPL5",1.06725223654066e-70,0.442003382067142,0.761,0.519,9.5345113055833e-66,"27","ATP5MPL"
"TOMM79",5.66365675994308e-70,0.439369693000269,0.856,0.687,5.05974103963035e-65,"27","TOMM7"
"PHPT17",9.0887105763903e-70,0.404905671352303,0.731,0.486,8.1195813676298e-65,"27","PHPT1"
"SRSF12",1.06265179177154e-69,0.280248155089163,0.562,0.3,9.4934123121494e-65,"27","SRSF1"
"TMEM2054",5.16449802950905e-69,0.25605078690742,0.666,0.378,4.6138076046225e-64,"27","TMEM205"
"GSTP19",8.14280418144413e-68,0.431839832183298,0.954,0.84,7.27453697157674e-63,"27","GSTP1"
"PRDX29",9.57843078439346e-68,0.380947691185018,0.784,0.553,8.55708270985358e-63,"27","PRDX2"
"FAM83A13",2.50012460574693e-67,0.256811283122446,0.838,0.484,2.23353631903614e-62,"27","FAM83A"
"RHOU9",1.26039723245239e-66,0.263446269980892,0.643,0.372,1.12600107555599e-61,"27","RHOU"
"CPXM25",5.7091475549235e-66,0.252519117261264,0.749,0.465,5.10038115114201e-61,"27","CPXM2"
"SLC5A37",1.41409897559163e-65,0.272217268398519,0.378,0.173,1.2633136018243e-60,"27","SLC5A3"
"PLXNB25",1.52191926866996e-65,0.273682509360071,0.552,0.29,1.35963701705168e-60,"27","PLXNB2"
"NDUFB76",1.60780189723963e-65,0.325562798681543,0.77,0.523,1.43636198093697e-60,"27","NDUFB7"
"XPC3",1.32422516273434e-64,0.264625352146329,0.634,0.369,1.18302303363198e-59,"27","XPC"
"MGST38",3.14809543098355e-63,0.386979963859726,0.789,0.588,2.81241401517777e-58,"27","MGST3"
"NAA386",4.61747509432791e-63,0.350488738114565,0.692,0.46,4.12511372501973e-58,"27","NAA38"
"MRC25",7.346436311481e-63,0.344913903176048,0.462,0.236,6.56308580758778e-58,"27","MRC2"
"GLUL7",3.2510238482899e-62,0.418641673592568,0.886,0.734,2.90436717534675e-57,"27","GLUL"
"JUNB8",8.3008371039788e-62,0.513082304985872,0.895,0.743,7.41571884358154e-57,"27","JUNB"
"TPBG1",2.07943151837927e-60,0.268424763795604,0.524,0.281,1.85770173557449e-55,"27","TPBG"
"LDHA8",6.27436060457474e-58,0.380832596274768,0.945,0.843,5.60532553330893e-53,"27","LDHA"
"NPTN1",1.75163018705507e-57,0.277820106301476,0.673,0.422,1.56485386020938e-52,"27","NPTN"
"CRYAB6",2.10918150667885e-57,0.282301107480203,0.846,0.591,1.88427948262168e-52,"27","CRYAB"
"APLP26",5.29382339719668e-57,0.381832934919847,0.863,0.668,4.72934300835359e-52,"27","APLP2"
"GAS5",6.17836931382788e-57,0.250925064870028,0.305,0.138,5.51956979389442e-52,"27","GAS5"
"TMEM1234",7.71892382456923e-57,0.324601997454228,0.734,0.485,6.89585497715541e-52,"27","TMEM123"
"ACTN411",1.2575352300267e-56,0.281831143746301,0.874,0.619,1.12344424844895e-51,"27","ACTN4"
"PLEC2",3.09995784982985e-55,0.409067514732328,0.634,0.387,2.76940934430249e-50,"27","PLEC"
"RPL410",7.59572808215392e-55,0.251967142704395,0.9,0.74,6.78579559675385e-50,"27","RPL4"
"GPX48",8.79453814853274e-55,0.428060278193573,0.877,0.738,7.85677654575469e-50,"27","GPX4"
"AHNAK6",1.70778380060896e-54,0.420276554828913,0.913,0.73,1.52568281395003e-49,"27","AHNAK"
"TSPO10",1.030183739254e-53,0.310010396933165,0.846,0.641,9.20335247137347e-49,"27","TSPO"
"MRPS68",1.37062056177916e-53,0.305638422663132,0.664,0.415,1.22447129127665e-48,"27","MRPS6"
"DKK36",6.79749021526151e-53,0.40254488306509,0.668,0.436,6.07267383360818e-48,"27","DKK3"
"COMMD65",4.51167495844161e-52,0.285416084076369,0.782,0.583,4.03059505762298e-47,"27","COMMD6"
"RPS249",9.77579014577636e-52,0.370565107415506,0.95,0.835,8.73339764253222e-47,"27","RPS24"
"SCP25",5.55016572568191e-51,0.287202528462519,0.75,0.533,4.95835155435244e-46,"27","SCP2"
"CUTA4",7.29268200568739e-51,0.270917720543761,0.757,0.526,6.51506332342094e-46,"27","CUTA"
"BTG27",2.88970159938869e-50,0.308055295558181,0.62,0.39,2.58157271784587e-45,"27","BTG2"
"RPN21",9.36516393773877e-50,0.298101023719594,0.725,0.492,8.36655650705769e-45,"27","RPN2"
"PPIA9",2.85932549422989e-49,0.319993164289159,0.905,0.773,2.55443561678016e-44,"27","PPIA"
"CHD42",8.04537622701616e-48,0.252341771574748,0.572,0.336,7.18749775992942e-43,"27","CHD4"
"MET4",4.47134899693876e-47,0.305241641773839,0.449,0.248,3.99456905339518e-42,"27","MET"
"CIB15",6.16616739927174e-47,0.270395230255394,0.718,0.497,5.50866896948739e-42,"27","CIB1"
"UQCR119",1.23920041447373e-46,0.300234499662544,0.777,0.579,1.1070644742784e-41,"27","UQCR11"
"COX6C8",5.08069075920109e-46,0.342697149494993,0.83,0.672,4.53893670354748e-41,"27","COX6C"
"EIF4A19",2.75671277417127e-45,0.270753512511908,0.808,0.557,2.46276449106139e-40,"27","EIF4A1"
"ARPC210",6.07445028550897e-45,0.254398028037921,0.913,0.782,5.42673165156515e-40,"27","ARPC2"
"LAMP22",9.98347194018108e-45,0.301856482205706,0.731,0.503,8.91893432719957e-40,"27","LAMP2"
"MYL12B10",1.05899281111498e-44,0.291530705794516,0.878,0.726,9.46072407665786e-40,"27","MYL12B"
"RPL174",1.20328415382952e-44,0.477995021853515,0.693,0.493,1.07497796450668e-39,"27","RPL17"
"PRDX18",2.74305114382403e-44,0.310309712962737,0.929,0.771,2.45055960035808e-39,"27","PRDX1"
"MOB1A4",3.99552537219415e-44,0.284936925964085,0.705,0.497,3.56948250175709e-39,"27","MOB1A"
"APRT7",4.62043955672538e-44,0.27412814264859,0.743,0.533,4.12776208679175e-39,"27","APRT"
"CAPN25",6.68196673674721e-44,0.264897505562778,0.786,0.557,5.96946862360786e-39,"27","CAPN2"
"NDUFA24",8.06050221751684e-44,0.257451847235406,0.71,0.494,7.20101086606302e-39,"27","NDUFA2"
"CD446",1.44819204708849e-43,0.303412413236667,0.884,0.652,1.29377132910745e-38,"27","CD44"
"FTH18",8.76109100141075e-43,0.257953839064009,0.997,0.959,7.82689586793032e-38,"27","FTH1"
"BCLAF11",1.10344262195488e-42,0.318125866273801,0.724,0.499,9.85782535175829e-38,"27","BCLAF1"
"MAT2A4",1.21392814617397e-42,0.464023361808702,0.7,0.499,1.08448698794744e-37,"27","MAT2A"
"MICOS104",1.60137302732235e-42,0.279304017549545,0.307,0.159,1.43061862141897e-37,"27","MICOS10"
"RPL379",1.17342736428859e-41,0.369987304399498,0.939,0.812,1.0483048044345e-36,"27","RPL37"
"SOD17",4.49197598852434e-41,0.259519659550237,0.83,0.628,4.01299658886799e-36,"27","SOD1"
"ATP5MF7",1.16721344816637e-40,0.271056166291177,0.755,0.547,1.04275347818839e-35,"27","ATP5MF"
"ATP5MD8",1.44647584133528e-40,0.268467260213672,0.739,0.52,1.2922381223737e-35,"27","ATP5MD"
"COX6A18",3.25944453678481e-40,0.252144618851396,0.854,0.665,2.91188996582744e-35,"27","COX6A1"
"SLC7A53",3.67454246093349e-40,0.286556901041366,0.329,0.173,3.28272599832416e-35,"27","SLC7A5"
"HNRNPK4",7.62294116534215e-40,0.275450760390684,0.898,0.755,6.81010694888172e-35,"27","HNRNPK"
"SYNE15",3.78961732687105e-39,0.275382544035656,0.532,0.323,3.38553043130679e-34,"27","SYNE1"
"UQCR107",6.48705831195883e-39,0.258784258964957,0.777,0.591,5.79534328415466e-34,"27","UQCR10"
"RPL37A10",2.73893006386399e-38,0.321524715863202,0.937,0.835,2.44687795115417e-33,"27","RPL37A"
"JUN7",3.55677839621901e-38,0.398901593013129,0.857,0.677,3.17751911583017e-33,"27","JUN"
"NUCKS16",5.74667234267668e-38,0.275084138963769,0.835,0.687,5.13390467077707e-33,"27","NUCKS1"
"RPL228",6.01876991188016e-38,0.292008917897491,0.907,0.754,5.37698847617638e-33,"27","RPL22"
"LMNA6",9.32300538147777e-38,0.263604294725442,0.923,0.755,8.3288933176508e-33,"27","LMNA"
"RPLP18",1.11047283876721e-37,0.312044605215743,0.976,0.876,9.92063119969459e-33,"27","RPLP1"
"GPCPD12",1.88720838958225e-36,0.283360984044897,0.478,0.292,1.6859753590011e-31,"27","GPCPD1"
